Navn;Stasjon;Tid(norsk normaltid);Høyeste middelvind (døgn)
Myken;SN80610;08.07.2012;12,6
Myken;SN80610;09.07.2012;12,8
Myken;SN80610;10.07.2012;13,1
Myken;SN80610;11.07.2012;8,7
Myken;SN80610;12.07.2012;8,2
Myken;SN80610;13.07.2012;8,6
Myken;SN80610;14.07.2012;11,4
Myken;SN80610;15.07.2012;13,5
Myken;SN80610;16.07.2012;12,5
Myken;SN80610;17.07.2012;10,5
Myken;SN80610;18.07.2012;9,5
Myken;SN80610;19.07.2012;8,4
Myken;SN80610;20.07.2012;10,7
Myken;SN80610;21.07.2012;9,3
Myken;SN80610;22.07.2012;10,6
Myken;SN80610;23.07.2012;15,2
Myken;SN80610;24.07.2012;15,4
Myken;SN80610;25.07.2012;14,2
Myken;SN80610;26.07.2012;8,4
Myken;SN80610;27.07.2012;9
Myken;SN80610;28.07.2012;7,5
Myken;SN80610;29.07.2012;13,9
Myken;SN80610;30.07.2012;11,1
Myken;SN80610;31.07.2012;10,7
Myken;SN80610;01.08.2012;11,9
Myken;SN80610;02.08.2012;14,5
Myken;SN80610;03.08.2012;8,9
Myken;SN80610;04.08.2012;7,6
Myken;SN80610;05.08.2012;6
Myken;SN80610;06.08.2012;6,5
Myken;SN80610;07.08.2012;11,6
Myken;SN80610;08.08.2012;9,9
Myken;SN80610;09.08.2012;8,8
Myken;SN80610;10.08.2012;14,7
Myken;SN80610;11.08.2012;10,1
Myken;SN80610;12.08.2012;9,2
Myken;SN80610;13.08.2012;6,1
Myken;SN80610;14.08.2012;6,2
Myken;SN80610;15.08.2012;6,8
Myken;SN80610;16.08.2012;7
Myken;SN80610;17.08.2012;6,2
Myken;SN80610;18.08.2012;8,9
Myken;SN80610;19.08.2012;13,2
Myken;SN80610;20.08.2012;6
Myken;SN80610;21.08.2012;9,3
Myken;SN80610;22.08.2012;11,2
Myken;SN80610;23.08.2012;10,7
Myken;SN80610;24.08.2012;10,8
Myken;SN80610;25.08.2012;12,3
Myken;SN80610;26.08.2012;5,8
Myken;SN80610;27.08.2012;8,2
Myken;SN80610;28.08.2012;14,8
Myken;SN80610;29.08.2012;13,9
Myken;SN80610;30.08.2012;15,3
Myken;SN80610;31.08.2012;19,1
Myken;SN80610;01.09.2012;12,2
Myken;SN80610;02.09.2012;13,8
Myken;SN80610;03.09.2012;12,9
Myken;SN80610;04.09.2012;17
Myken;SN80610;05.09.2012;18,9
Myken;SN80610;06.09.2012;16,7
Myken;SN80610;07.09.2012;11,4
Myken;SN80610;08.09.2012;10,2
Myken;SN80610;09.09.2012;8,7
Myken;SN80610;10.09.2012;13,4
Myken;SN80610;11.09.2012;12,2
Myken;SN80610;12.09.2012;12,7
Myken;SN80610;13.09.2012;19,3
Myken;SN80610;14.09.2012;17,9
Myken;SN80610;15.09.2012;13,9
Myken;SN80610;16.09.2012;22,1
Myken;SN80610;17.09.2012;14,4
Myken;SN80610;18.09.2012;10,2
Myken;SN80610;19.09.2012;7,1
Myken;SN80610;20.09.2012;11,1
Myken;SN80610;21.09.2012;9,7
Myken;SN80610;22.09.2012;5,4
Myken;SN80610;23.09.2012;6,2
Myken;SN80610;24.09.2012;8,3
Myken;SN80610;25.09.2012;9,8
Myken;SN80610;26.09.2012;10,9
Myken;SN80610;27.09.2012;10,1
Myken;SN80610;28.09.2012;7,5
Myken;SN80610;29.09.2012;9,4
Myken;SN80610;30.09.2012;9,9
Myken;SN80610;01.10.2012;10,3
Myken;SN80610;02.10.2012;9,6
Myken;SN80610;03.10.2012;10,8
Myken;SN80610;04.10.2012;13,9
Myken;SN80610;05.10.2012;9,2
Myken;SN80610;06.10.2012;10
Myken;SN80610;07.10.2012;10,8
Myken;SN80610;08.10.2012;11,4
Myken;SN80610;09.10.2012;6,1
Myken;SN80610;10.10.2012;10,2
Myken;SN80610;11.10.2012;8,9
Myken;SN80610;12.10.2012;11,4
Myken;SN80610;13.10.2012;11
Myken;SN80610;14.10.2012;13,2
Myken;SN80610;15.10.2012;12,4
Myken;SN80610;16.10.2012;6
Myken;SN80610;17.10.2012;5,1
Myken;SN80610;18.10.2012;7,9
Myken;SN80610;19.10.2012;11,4
Myken;SN80610;20.10.2012;9,5
Myken;SN80610;21.10.2012;11,3
Myken;SN80610;22.10.2012;7,5
Myken;SN80610;23.10.2012;19
Myken;SN80610;24.10.2012;18,9
Myken;SN80610;25.10.2012;24,3
Myken;SN80610;26.10.2012;23,9
Myken;SN80610;27.10.2012;20,9
Myken;SN80610;29.10.2012;9,8
Myken;SN80610;30.10.2012;13,8
Myken;SN80610;31.10.2012;12,7
Myken;SN80610;01.11.2012;13,9
Myken;SN80610;02.11.2012;21,1
Myken;SN80610;03.11.2012;19,7
Myken;SN80610;04.11.2012;8,4
Myken;SN80610;05.11.2012;10,1
Myken;SN80610;06.11.2012;21,6
Myken;SN80610;07.11.2012;21,1
Myken;SN80610;08.11.2012;17,6
Myken;SN80610;09.11.2012;13,4
Myken;SN80610;10.11.2012;14,9
Myken;SN80610;11.11.2012;9,7
Myken;SN80610;12.11.2012;19
Myken;SN80610;13.11.2012;12,5
Myken;SN80610;14.11.2012;18,2
Myken;SN80610;15.11.2012;14,5
Myken;SN80610;16.11.2012;16,9
Myken;SN80610;17.11.2012;13,2
Myken;SN80610;18.11.2012;15,9
Myken;SN80610;19.11.2012;15,6
Myken;SN80610;20.11.2012;16
Myken;SN80610;21.11.2012;14,4
Myken;SN80610;22.11.2012;11
Myken;SN80610;23.11.2012;15,9
Myken;SN80610;24.11.2012;15,9
Myken;SN80610;25.11.2012;13,5
Myken;SN80610;26.11.2012;12
Myken;SN80610;27.11.2012;11,7
Myken;SN80610;28.11.2012;12,8
Myken;SN80610;29.11.2012;9,7
Myken;SN80610;30.11.2012;17,9
Myken;SN80610;01.12.2012;19,9
Myken;SN80610;02.12.2012;8,5
Myken;SN80610;03.12.2012;9,2
Myken;SN80610;04.12.2012;10,8
Myken;SN80610;05.12.2012;6,7
Myken;SN80610;06.12.2012;11,8
Myken;SN80610;07.12.2012;14,9
Myken;SN80610;08.12.2012;12,9
Myken;SN80610;09.12.2012;11,7
Myken;SN80610;10.12.2012;10,1
Myken;SN80610;11.12.2012;9,6
Myken;SN80610;12.12.2012;8,4
Myken;SN80610;13.12.2012;12,7
Myken;SN80610;14.12.2012;14,8
Myken;SN80610;15.12.2012;18,7
Myken;SN80610;16.12.2012;18,5
Myken;SN80610;17.12.2012;13,3
Myken;SN80610;18.12.2012;9,3
Myken;SN80610;19.12.2012;8,8
Myken;SN80610;20.12.2012;7,3
Myken;SN80610;21.12.2012;11,9
Myken;SN80610;22.12.2012;11,7
Myken;SN80610;23.12.2012;13,9
Myken;SN80610;24.12.2012;16,1
Myken;SN80610;25.12.2012;13,4
Myken;SN80610;26.12.2012;14,9
Myken;SN80610;27.12.2012;19,6
Myken;SN80610;28.12.2012;14
Myken;SN80610;29.12.2012;21,6
Myken;SN80610;30.12.2012;20,7
Myken;SN80610;31.12.2012;17,9
Myken;SN80610;01.01.2013;14,9
Myken;SN80610;02.01.2013;7,2
Myken;SN80610;03.01.2013;12,3
Myken;SN80610;04.01.2013;12,8
Myken;SN80610;05.01.2013;10
Myken;SN80610;06.01.2013;11,7
Myken;SN80610;07.01.2013;8,5
Myken;SN80610;08.01.2013;13,6
Myken;SN80610;09.01.2013;12,2
Myken;SN80610;10.01.2013;11,5
Myken;SN80610;11.01.2013;7
Myken;SN80610;12.01.2013;6
Myken;SN80610;13.01.2013;11
Myken;SN80610;14.01.2013;11,4
Myken;SN80610;15.01.2013;6,4
Myken;SN80610;16.01.2013;8,3
Myken;SN80610;17.01.2013;16,1
Myken;SN80610;18.01.2013;17,7
Myken;SN80610;19.01.2013;14,2
Myken;SN80610;20.01.2013;13,6
Myken;SN80610;21.01.2013;8,8
Myken;SN80610;22.01.2013;13,4
Myken;SN80610;23.01.2013;16,1
Myken;SN80610;24.01.2013;13,8
Myken;SN80610;25.01.2013;12,2
Myken;SN80610;26.01.2013;12,4
Myken;SN80610;27.01.2013;16,2
Myken;SN80610;28.01.2013;16,5
Myken;SN80610;29.01.2013;10,8
Myken;SN80610;30.01.2013;15,4
Myken;SN80610;31.01.2013;16,7
Myken;SN80610;01.02.2013;16,1
Myken;SN80610;02.02.2013;12,8
Myken;SN80610;03.02.2013;12,6
Myken;SN80610;04.02.2013;12
Myken;SN80610;05.02.2013;5,3
Myken;SN80610;06.02.2013;13,3
Myken;SN80610;07.02.2013;6,4
Myken;SN80610;08.02.2013;5,6
Myken;SN80610;09.02.2013;6,9
Myken;SN80610;10.02.2013;7,2
Myken;SN80610;11.02.2013;11,4
Myken;SN80610;12.02.2013;5,2
Myken;SN80610;13.02.2013;13,4
Myken;SN80610;14.02.2013;14,5
Myken;SN80610;15.02.2013;10,3
Myken;SN80610;16.02.2013;14
Myken;SN80610;17.02.2013;13,3
Myken;SN80610;18.02.2013;8,6
Myken;SN80610;19.02.2013;12
Myken;SN80610;20.02.2013;15,9
Myken;SN80610;21.02.2013;12
Myken;SN80610;22.02.2013;5,8
Myken;SN80610;23.02.2013;11,1
Myken;SN80610;24.02.2013;12,9
Myken;SN80610;25.02.2013;11,2
Myken;SN80610;26.02.2013;18,5
Myken;SN80610;27.02.2013;13,9
Myken;SN80610;28.02.2013;20,8
Myken;SN80610;01.03.2013;20,4
Myken;SN80610;02.03.2013;19,2
Myken;SN80610;03.03.2013;15,5
Myken;SN80610;04.03.2013;13,3
Myken;SN80610;05.03.2013;14,4
Myken;SN80610;06.03.2013;22,9
Myken;SN80610;07.03.2013;20,3
Myken;SN80610;08.03.2013;17,5
Myken;SN80610;09.03.2013;9,9
Myken;SN80610;10.03.2013;14,4
Myken;SN80610;11.03.2013;15,1
Myken;SN80610;12.03.2013;14,4
Myken;SN80610;13.03.2013;15,6
Myken;SN80610;14.03.2013;14,1
Myken;SN80610;15.03.2013;11,9
Myken;SN80610;16.03.2013;19,3
Myken;SN80610;17.03.2013;15,3
Myken;SN80610;18.03.2013;11,7
Myken;SN80610;19.03.2013;16,7
Myken;SN80610;20.03.2013;16,6
Myken;SN80610;21.03.2013;10,7
Myken;SN80610;22.03.2013;9,9
Myken;SN80610;23.03.2013;10,1
Myken;SN80610;24.03.2013;10,9
Myken;SN80610;25.03.2013;11,8
Myken;SN80610;26.03.2013;14
Myken;SN80610;27.03.2013;13,9
Myken;SN80610;28.03.2013;11,1
Myken;SN80610;29.03.2013;12,2
Myken;SN80610;30.03.2013;14,9
Myken;SN80610;31.03.2013;17,1
Myken;SN80610;01.04.2013;16,5
Myken;SN80610;02.04.2013;15,4
Myken;SN80610;03.04.2013;16,7
Myken;SN80610;04.04.2013;22,1
Myken;SN80610;05.04.2013;12,4
Myken;SN80610;06.04.2013;8,9
Myken;SN80610;07.04.2013;7,7
Myken;SN80610;09.04.2013;6,9
Myken;SN80610;10.04.2013;17,6
Myken;SN80610;11.04.2013;13,9
Myken;SN80610;12.04.2013;13,2
Myken;SN80610;13.04.2013;9,5
Myken;SN80610;14.04.2013;11,4
Myken;SN80610;15.04.2013;19
Myken;SN80610;16.04.2013;15,9
Myken;SN80610;17.04.2013;9,4
Myken;SN80610;18.04.2013;10,9
Myken;SN80610;19.04.2013;14,5
Myken;SN80610;20.04.2013;14,8
Myken;SN80610;21.04.2013;18,4
Myken;SN80610;22.04.2013;11,2
Myken;SN80610;23.04.2013;18,7
Myken;SN80610;24.04.2013;9,7
Myken;SN80610;25.04.2013;13,2
Myken;SN80610;26.04.2013;13,7
Myken;SN80610;27.04.2013;12,1
Myken;SN80610;28.04.2013;10,4
Myken;SN80610;29.04.2013;9,3
Myken;SN80610;30.04.2013;13,5
Myken;SN80610;01.05.2013;11,6
Myken;SN80610;02.05.2013;12,6
Myken;SN80610;03.05.2013;12,1
Myken;SN80610;04.05.2013;11,7
Myken;SN80610;05.05.2013;12,4
Myken;SN80610;06.05.2013;16,5
Myken;SN80610;07.05.2013;13,8
Myken;SN80610;08.05.2013;12,5
Myken;SN80610;09.05.2013;14,3
Myken;SN80610;10.05.2013;11,4
Myken;SN80610;11.05.2013;9,5
Myken;SN80610;12.05.2013;6,7
Myken;SN80610;13.05.2013;7,2
Myken;SN80610;14.05.2013;11,1
Myken;SN80610;15.05.2013;19
Myken;SN80610;16.05.2013;15,8
Myken;SN80610;17.05.2013;7,5
Myken;SN80610;18.05.2013;11
Myken;SN80610;19.05.2013;14,6
Myken;SN80610;20.05.2013;8,8
Myken;SN80610;21.05.2013;11,8
Myken;SN80610;22.05.2013;10,8
Myken;SN80610;23.05.2013;12,7
Myken;SN80610;24.05.2013;13,2
Myken;SN80610;25.05.2013;8,4
Myken;SN80610;26.05.2013;8,2
Myken;SN80610;27.05.2013;10,5
Myken;SN80610;28.05.2013;8,3
Myken;SN80610;29.05.2013;8,9
Myken;SN80610;30.05.2013;11,3
Myken;SN80610;31.05.2013;8,1
Myken;SN80610;01.06.2013;6,6
Myken;SN80610;02.06.2013;7,2
Myken;SN80610;03.06.2013;16,8
Myken;SN80610;04.06.2013;12
Myken;SN80610;05.06.2013;12,3
Myken;SN80610;06.06.2013;8,2
Myken;SN80610;07.06.2013;9,6
Myken;SN80610;08.06.2013;8
Myken;SN80610;09.06.2013;8,4
Myken;SN80610;10.06.2013;11,1
Myken;SN80610;27.06.2013;11,9
Myken;SN80610;28.06.2013;10,5
Myken;SN80610;29.06.2013;10,5
Myken;SN80610;30.06.2013;5,4
Myken;SN80610;01.07.2013;6,5
Myken;SN80610;02.07.2013;8,7
Myken;SN80610;03.07.2013;8,9
Myken;SN80610;04.07.2013;7,1
Myken;SN80610;05.07.2013;12,1
Myken;SN80610;06.07.2013;14,2
Myken;SN80610;07.07.2013;16,6
Myken;SN80610;08.07.2013;15,2
Myken;SN80610;09.07.2013;18
Myken;SN80610;11.07.2013;11
Myken;SN80610;12.07.2013;10,3
Myken;SN80610;13.07.2013;12,6
Myken;SN80610;14.07.2013;14,7
Myken;SN80610;15.07.2013;11,5
Myken;SN80610;16.07.2013;7,8
Myken;SN80610;17.07.2013;11,1
Myken;SN80610;18.07.2013;10
Myken;SN80610;19.07.2013;7,5
Myken;SN80610;20.07.2013;13,1
Myken;SN80610;21.07.2013;11,7
Myken;SN80610;22.07.2013;6,9
Myken;SN80610;23.07.2013;9,1
Myken;SN80610;24.07.2013;9,7
Myken;SN80610;25.07.2013;5,3
Myken;SN80610;26.07.2013;7,4
Myken;SN80610;27.07.2013;7,5
Myken;SN80610;28.07.2013;7,2
Myken;SN80610;29.07.2013;10,9
Myken;SN80610;30.07.2013;7,1
Myken;SN80610;31.07.2013;19,4
Myken;SN80610;01.08.2013;10,3
Myken;SN80610;02.08.2013;9,2
Myken;SN80610;03.08.2013;9,2
Myken;SN80610;04.08.2013;11,1
Myken;SN80610;05.08.2013;8,9
Myken;SN80610;06.08.2013;10,1
Myken;SN80610;07.08.2013;8,8
Myken;SN80610;08.08.2013;9,7
Myken;SN80610;09.08.2013;12,2
Myken;SN80610;10.08.2013;11
Myken;SN80610;11.08.2013;7,6
Myken;SN80610;12.08.2013;8,7
Myken;SN80610;15.08.2013;3,2
Myken;SN80610;16.08.2013;6,7
Myken;SN80610;17.08.2013;12,3
Myken;SN80610;18.08.2013;10,7
Myken;SN80610;19.08.2013;15,3
Myken;SN80610;20.08.2013;16,2
Myken;SN80610;21.08.2013;14,8
Myken;SN80610;22.08.2013;13
Myken;SN80610;23.08.2013;7,5
Myken;SN80610;24.08.2013;7
Myken;SN80610;25.08.2013;7,4
Myken;SN80610;26.08.2013;17,7
Myken;SN80610;27.08.2013;15,5
Myken;SN80610;28.08.2013;13,8
Myken;SN80610;29.08.2013;13,4
Myken;SN80610;30.08.2013;8,1
Myken;SN80610;31.08.2013;13,2
Myken;SN80610;01.09.2013;10,1
Myken;SN80610;02.09.2013;6,7
Myken;SN80610;03.09.2013;13,8
Myken;SN80610;04.09.2013;12,9
Myken;SN80610;05.09.2013;11,3
Myken;SN80610;06.09.2013;8,8
Myken;SN80610;07.09.2013;9,4
Myken;SN80610;08.09.2013;7,7
Myken;SN80610;09.09.2013;7,4
Myken;SN80610;10.09.2013;4,1
Myken;SN80610;11.09.2013;6,7
Myken;SN80610;12.09.2013;10,7
Myken;SN80610;13.09.2013;11,6
Myken;SN80610;14.09.2013;7,5
Myken;SN80610;15.09.2013;13,1
Myken;SN80610;16.09.2013;18,9
Myken;SN80610;17.09.2013;15,8
Myken;SN80610;18.09.2013;18,6
Myken;SN80610;19.09.2013;10,8
Myken;SN80610;20.09.2013;9,1
Myken;SN80610;21.09.2013;10,2
Myken;SN80610;22.09.2013;11,8
Myken;SN80610;23.09.2013;8,1
Myken;SN80610;24.09.2013;8,1
Myken;SN80610;25.09.2013;8,8
Myken;SN80610;26.09.2013;10,2
Myken;SN80610;27.09.2013;10,1
Myken;SN80610;28.09.2013;9,4
Myken;SN80610;29.09.2013;8,4
Myken;SN80610;30.09.2013;11,1
Myken;SN80610;01.10.2013;12,5
Myken;SN80610;02.10.2013;12,8
Myken;SN80610;03.10.2013;12,2
Myken;SN80610;04.10.2013;9,7
Myken;SN80610;05.10.2013;16,3
Myken;SN80610;06.10.2013;19,3
Myken;SN80610;07.10.2013;11,8
Myken;SN80610;08.10.2013;8,2
Myken;SN80610;09.10.2013;16,4
Myken;SN80610;10.10.2013;14,7
Myken;SN80610;11.10.2013;18,2
Myken;SN80610;12.10.2013;12,6
Myken;SN80610;13.10.2013;9,1
Myken;SN80610;14.10.2013;9,9
Myken;SN80610;15.10.2013;17
Myken;SN80610;16.10.2013;13,4
Myken;SN80610;17.10.2013;11,2
Myken;SN80610;18.10.2013;16,4
Myken;SN80610;19.10.2013;19,9
Myken;SN80610;20.10.2013;16,3
Myken;SN80610;21.10.2013;8,9
Myken;SN80610;22.10.2013;10,1
Myken;SN80610;23.10.2013;15,3
Myken;SN80610;24.10.2013;11,9
Myken;SN80610;25.10.2013;13,5
Myken;SN80610;26.10.2013;13,8
Myken;SN80610;27.10.2013;9,8
Myken;SN80610;28.10.2013;14,7
Myken;SN80610;29.10.2013;16,3
Myken;SN80610;30.10.2013;19
Myken;SN80610;31.10.2013;17,6
Myken;SN80610;01.11.2013;11,5
Myken;SN80610;02.11.2013;13,7
Myken;SN80610;03.11.2013;13
Myken;SN80610;04.11.2013;16,1
Myken;SN80610;05.11.2013;10,6
Myken;SN80610;06.11.2013;14
Myken;SN80610;07.11.2013;7,4
Myken;SN80610;08.11.2013;13,3
Myken;SN80610;09.11.2013;19,1
Myken;SN80610;10.11.2013;15,6
Myken;SN80610;11.11.2013;16,5
Myken;SN80610;12.11.2013;19,1
Myken;SN80610;13.11.2013;17,7
Myken;SN80610;14.11.2013;14,6
Myken;SN80610;15.11.2013;25,5
Myken;SN80610;16.11.2013;20,7
Myken;SN80610;17.11.2013;25,5
Myken;SN80610;18.11.2013;19,1
Myken;SN80610;19.11.2013;18
Myken;SN80610;20.11.2013;14,8
Myken;SN80610;21.11.2013;6,9
Myken;SN80610;22.11.2013;19
Myken;SN80610;23.11.2013;19,3
Myken;SN80610;24.11.2013;22
Myken;SN80610;25.11.2013;20,6
Myken;SN80610;26.11.2013;23
Myken;SN80610;27.11.2013;26,6
Myken;SN80610;28.11.2013;22,4
Myken;SN80610;29.11.2013;12,3
Myken;SN80610;30.11.2013;16,3
Myken;SN80610;01.12.2013;21,7
Myken;SN80610;02.12.2013;17,7
Myken;SN80610;03.12.2013;22
Myken;SN80610;04.12.2013;16,5
Myken;SN80610;05.12.2013;19,7
Myken;SN80610;06.12.2013;10,1
Myken;SN80610;07.12.2013;12
Myken;SN80610;08.12.2013;17,8
Myken;SN80610;09.12.2013;17,7
Myken;SN80610;10.12.2013;17,6
Myken;SN80610;11.12.2013;19,1
Myken;SN80610;12.12.2013;23,8
Myken;SN80610;13.12.2013;24,8
Myken;SN80610;14.12.2013;18,1
Myken;SN80610;15.12.2013;18,2
Myken;SN80610;16.12.2013;21
Myken;SN80610;19.12.2013;18,1
Myken;SN80610;20.12.2013;14,1
Myken;SN80610;21.12.2013;14,8
Myken;SN80610;22.12.2013;16,8
Myken;SN80610;23.12.2013;17,1
Myken;SN80610;24.12.2013;19,7
Myken;SN80610;25.12.2013;17
Myken;SN80610;26.12.2013;21,2
Myken;SN80610;27.12.2013;20,8
Myken;SN80610;28.12.2013;16,3
Myken;SN80610;29.12.2013;12,3
Myken;SN80610;30.12.2013;9,8
Myken;SN80610;31.12.2013;13,6
Myken;SN80610;01.01.2014;13,4
Myken;SN80610;02.01.2014;15,8
Myken;SN80610;03.01.2014;16,7
Myken;SN80610;04.01.2014;16
Myken;SN80610;05.01.2014;12,7
Myken;SN80610;06.01.2014;19
Myken;SN80610;07.01.2014;16,8
Myken;SN80610;08.01.2014;8,5
Myken;SN80610;09.01.2014;11
Myken;SN80610;10.01.2014;11,1
Myken;SN80610;11.01.2014;11,6
Myken;SN80610;12.01.2014;14,1
Myken;SN80610;13.01.2014;11,8
Myken;SN80610;14.01.2014;17,4
Myken;SN80610;15.01.2014;15,2
Myken;SN80610;16.01.2014;21,2
Myken;SN80610;17.01.2014;20,6
Myken;SN80610;18.01.2014;19,1
Myken;SN80610;19.01.2014;18,1
Myken;SN80610;20.01.2014;12,3
Myken;SN80610;21.01.2014;11,8
Myken;SN80610;22.01.2014;11,4
Myken;SN80610;23.01.2014;8,3
Myken;SN80610;24.01.2014;10
Myken;SN80610;25.01.2014;13,5
Myken;SN80610;26.01.2014;12,9
Myken;SN80610;27.01.2014;20,2
Myken;SN80610;28.01.2014;21,2
Myken;SN80610;29.01.2014;14,6
Myken;SN80610;30.01.2014;14,7
Myken;SN80610;31.01.2014;14,9
Myken;SN80610;01.02.2014;16,7
Myken;SN80610;02.02.2014;19
Myken;SN80610;03.02.2014;20,9
Myken;SN80610;04.02.2014;16,6
Myken;SN80610;05.02.2014;9,4
Myken;SN80610;06.02.2014;10,2
Myken;SN80610;07.02.2014;12
Myken;SN80610;08.02.2014;12,8
Myken;SN80610;09.02.2014;13,8
Myken;SN80610;10.02.2014;14,9
Myken;SN80610;11.02.2014;12,9
Myken;SN80610;12.02.2014;13,8
Myken;SN80610;13.02.2014;15,9
Myken;SN80610;14.02.2014;14,8
Myken;SN80610;15.02.2014;17
Myken;SN80610;16.02.2014;19,6
Myken;SN80610;17.02.2014;8,9
Myken;SN80610;18.02.2014;14,4
Myken;SN80610;19.02.2014;7,4
Myken;SN80610;20.02.2014;10,9
Myken;SN80610;21.02.2014;17,1
Myken;SN80610;22.02.2014;17
Myken;SN80610;23.02.2014;17,4
Myken;SN80610;24.02.2014;20,7
Myken;SN80610;25.02.2014;17,1
Myken;SN80610;26.02.2014;11,7
Myken;SN80610;27.02.2014;13
Myken;SN80610;28.02.2014;11,1
Myken;SN80610;01.03.2014;10,6
Myken;SN80610;02.03.2014;10,6
Myken;SN80610;03.03.2014;10,1
Myken;SN80610;04.03.2014;8,3
Myken;SN80610;05.03.2014;17,3
Myken;SN80610;06.03.2014;21,4
Myken;SN80610;07.03.2014;16,1
Myken;SN80610;08.03.2014;23,9
Myken;SN80610;09.03.2014;20,5
Myken;SN80610;10.03.2014;21,7
Myken;SN80610;11.03.2014;16,4
Myken;SN80610;12.03.2014;16,2
Myken;SN80610;13.03.2014;25,5
Myken;SN80610;14.03.2014;26,7
Myken;SN80610;15.03.2014;17,1
Myken;SN80610;16.03.2014;13,4
Myken;SN80610;17.03.2014;16,7
Myken;SN80610;18.03.2014;11,2
Myken;SN80610;19.03.2014;12,6
Myken;SN80610;20.03.2014;22,3
Myken;SN80610;21.03.2014;20,9
Myken;SN80610;22.03.2014;13
Myken;SN80610;23.03.2014;8,7
Myken;SN80610;24.03.2014;15,2
Myken;SN80610;25.03.2014;10,5
Myken;SN80610;26.03.2014;12,2
Myken;SN80610;27.03.2014;6,7
Myken;SN80610;28.03.2014;4,1
Myken;SN80610;29.03.2014;11,3
Myken;SN80610;30.03.2014;10,6
Myken;SN80610;31.03.2014;12,6
Myken;SN80610;01.04.2014;10
Myken;SN80610;02.04.2014;11,5
Myken;SN80610;03.04.2014;11,3
Myken;SN80610;04.04.2014;11
Myken;SN80610;05.04.2014;11,3
Myken;SN80610;06.04.2014;13,2
Myken;SN80610;07.04.2014;12,4
Myken;SN80610;08.04.2014;15,2
Myken;SN80610;09.04.2014;15,9
Myken;SN80610;10.04.2014;15,2
Myken;SN80610;11.04.2014;16,8
Myken;SN80610;12.04.2014;20,3
Myken;SN80610;13.04.2014;15
Myken;SN80610;14.04.2014;15,3
Myken;SN80610;15.04.2014;12,2
Myken;SN80610;16.04.2014;20,4
Myken;SN80610;17.04.2014;13,8
Myken;SN80610;18.04.2014;16,7
Myken;SN80610;19.04.2014;20
Myken;SN80610;20.04.2014;8,1
Myken;SN80610;21.04.2014;9,8
Myken;SN80610;22.04.2014;12,2
Myken;SN80610;23.04.2014;10,3
Myken;SN80610;24.04.2014;6,6
Myken;SN80610;25.04.2014;6,8
Myken;SN80610;26.04.2014;7,6
Myken;SN80610;27.04.2014;6,8
Myken;SN80610;28.04.2014;13,4
Myken;SN80610;29.04.2014;19,7
Myken;SN80610;30.04.2014;11,9
Myken;SN80610;01.05.2014;11,5
Myken;SN80610;02.05.2014;15
Myken;SN80610;03.05.2014;9,8
Myken;SN80610;04.05.2014;9,7
Myken;SN80610;05.05.2014;7,7
Myken;SN80610;06.05.2014;11,6
Myken;SN80610;07.05.2014;14,2
Myken;SN80610;08.05.2014;13,6
Myken;SN80610;09.05.2014;10,5
Myken;SN80610;10.05.2014;9
Myken;SN80610;11.05.2014;9,4
Myken;SN80610;12.05.2014;11,8
Myken;SN80610;13.05.2014;15,9
Myken;SN80610;14.05.2014;10,5
Myken;SN80610;15.05.2014;11,2
Myken;SN80610;16.05.2014;14,3
Myken;SN80610;17.05.2014;18,4
Myken;SN80610;18.05.2014;12,1
Myken;SN80610;19.05.2014;7,6
Myken;SN80610;20.05.2014;6,3
Myken;SN80610;21.05.2014;13,3
Myken;SN80610;22.05.2014;14,1
Myken;SN80610;23.05.2014;8,6
Myken;SN80610;24.05.2014;16
Myken;SN80610;25.05.2014;17,6
Myken;SN80610;26.05.2014;9,2
Myken;SN80610;27.05.2014;7,5
Myken;SN80610;28.05.2014;7,5
Myken;SN80610;29.05.2014;7,4
Myken;SN80610;30.05.2014;8,6
Myken;SN80610;31.05.2014;10,2
Myken;SN80610;01.06.2014;5,4
Myken;SN80610;02.06.2014;6,6
Myken;SN80610;03.06.2014;8,4
Myken;SN80610;04.06.2014;11,5
Myken;SN80610;05.06.2014;9,9
Myken;SN80610;06.06.2014;7,8
Myken;SN80610;07.06.2014;5,8
Myken;SN80610;08.06.2014;4,3
Myken;SN80610;09.06.2014;3,9
Myken;SN80610;10.06.2014;6,6
Myken;SN80610;11.06.2014;11,4
Myken;SN80610;12.06.2014;13,8
Myken;SN80610;13.06.2014;14,1
Myken;SN80610;14.06.2014;9,3
Myken;SN80610;15.06.2014;10
Myken;SN80610;16.06.2014;15,2
Myken;SN80610;17.06.2014;11,4
Myken;SN80610;18.06.2014;10,9
Myken;SN80610;19.06.2014;14,1
Myken;SN80610;20.06.2014;15,4
Myken;SN80610;21.06.2014;19,4
Myken;SN80610;22.06.2014;14,8
Myken;SN80610;23.06.2014;10,6
Myken;SN80610;24.06.2014;10,7
Myken;SN80610;25.06.2014;10,7
Myken;SN80610;26.06.2014;11,8
Myken;SN80610;27.06.2014;6,7
Myken;SN80610;28.06.2014;6,2
Myken;SN80610;29.06.2014;9,7
Myken;SN80610;30.06.2014;10
Myken;SN80610;01.07.2014;9,1
Myken;SN80610;02.07.2014;6
Myken;SN80610;03.07.2014;6,2
Myken;SN80610;04.07.2014;9
