Navn;Stasjon;Tid(norsk normaltid);Høyeste middelvind (døgn)
Fedje;SN52535;10.11.2013;13,2
Fedje;SN52535;11.11.2013;24,4
Fedje;SN52535;12.11.2013;17,4
Fedje;SN52535;13.11.2013;17,6
Fedje;SN52535;14.11.2013;17,1
Fedje;SN52535;15.11.2013;18
Fedje;SN52535;16.11.2013;18,1
Fedje;SN52535;17.11.2013;18
Fedje;SN52535;18.11.2013;19
Fedje;SN52535;19.11.2013;16,6
Fedje;SN52535;20.11.2013;18,8
Fedje;SN52535;21.11.2013;10,1
Fedje;SN52535;22.11.2013;11,1
Fedje;SN52535;23.11.2013;13,9
Fedje;SN52535;24.11.2013;15,4
Fedje;SN52535;25.11.2013;12,2
Fedje;SN52535;26.11.2013;13,9
Fedje;SN52535;27.11.2013;16,1
Fedje;SN52535;28.11.2013;22,1
Fedje;SN52535;29.11.2013;16,7
Fedje;SN52535;30.11.2013;13,2
Fedje;SN52535;01.12.2013;21,2
Fedje;SN52535;02.12.2013;15
Fedje;SN52535;03.12.2013;15,4
Fedje;SN52535;04.12.2013;18,3
Fedje;SN52535;05.12.2013;23,9
Fedje;SN52535;06.12.2013;25,5
Fedje;SN52535;07.12.2013;19,9
Fedje;SN52535;08.12.2013;18,4
Fedje;SN52535;09.12.2013;12,1
Fedje;SN52535;10.12.2013;15,1
Fedje;SN52535;11.12.2013;15,1
Fedje;SN52535;13.12.2013;11,2
Fedje;SN52535;14.12.2013;19
Fedje;SN52535;15.12.2013;22,1
Fedje;SN52535;16.12.2013;21,1
Fedje;SN52535;17.12.2013;17
Fedje;SN52535;18.12.2013;19,5
Fedje;SN52535;19.12.2013;21,1
Fedje;SN52535;29.12.2013;18,7
Fedje;SN52535;30.12.2013;17,8
Fedje;SN52535;31.12.2013;15
Fedje;SN52535;01.01.2014;15,5
Fedje;SN52535;02.01.2014;17,3
Fedje;SN52535;03.01.2014;17,8
Fedje;SN52535;04.01.2014;19
Fedje;SN52535;05.01.2014;16
Fedje;SN52535;06.01.2014;20,2
Fedje;SN52535;07.01.2014;16,5
Fedje;SN52535;08.01.2014;14,4
Fedje;SN52535;09.01.2014;11
Fedje;SN52535;10.01.2014;6,8
Fedje;SN52535;11.01.2014;6,8
Fedje;SN52535;12.01.2014;10,8
Fedje;SN52535;13.01.2014;10,6
Fedje;SN52535;14.01.2014;11,4
Fedje;SN52535;15.01.2014;8,8
Fedje;SN52535;16.01.2014;12,8
Fedje;SN52535;17.01.2014;14,6
Fedje;SN52535;18.01.2014;16,2
Fedje;SN52535;19.01.2014;13,5
Fedje;SN52535;20.01.2014;13,1
Fedje;SN52535;21.01.2014;9
Fedje;SN52535;22.01.2014;9,4
Fedje;SN52535;23.01.2014;15,6
Fedje;SN52535;24.01.2014;18,5
Fedje;SN52535;25.01.2014;24,2
Fedje;SN52535;26.01.2014;16,1
Fedje;SN52535;27.01.2014;15,6
Fedje;SN52535;28.01.2014;13,5
Fedje;SN52535;29.01.2014;13,3
Fedje;SN52535;30.01.2014;12,7
Fedje;SN52535;31.01.2014;10,5
Fedje;SN52535;01.02.2014;14,9
Fedje;SN52535;02.02.2014;22,8
Fedje;SN52535;03.02.2014;18,6
Fedje;SN52535;04.02.2014;13,6
Fedje;SN52535;05.02.2014;15,4
Fedje;SN52535;06.02.2014;18,2
Fedje;SN52535;07.02.2014;16,1
Fedje;SN52535;08.02.2014;15,2
Fedje;SN52535;09.02.2014;19,3
Fedje;SN52535;10.02.2014;16,2
Fedje;SN52535;11.02.2014;15,9
Fedje;SN52535;12.02.2014;15,1
Fedje;SN52535;13.02.2014;20,3
Fedje;SN52535;14.02.2014;22,7
Fedje;SN52535;15.02.2014;16,7
Fedje;SN52535;16.02.2014;10,7
Fedje;SN52535;17.02.2014;13,4
Fedje;SN52535;18.02.2014;7,6
Fedje;SN52535;19.02.2014;2,4
Fedje;SN52535;20.02.2014;14,4
Fedje;SN52535;21.02.2014;16
Fedje;SN52535;22.02.2014;16,5
Fedje;SN52535;23.02.2014;22,3
Fedje;SN52535;24.02.2014;22
Fedje;SN52535;25.02.2014;18,7
Fedje;SN52535;26.02.2014;16,8
Fedje;SN52535;27.02.2014;17,5
Fedje;SN52535;28.02.2014;17,3
Fedje;SN52535;01.03.2014;11,1
Fedje;SN52535;02.03.2014;10,8
Fedje;SN52535;03.03.2014;11,7
Fedje;SN52535;04.03.2014;10,1
Fedje;SN52535;05.03.2014;17,9
Fedje;SN52535;06.03.2014;19
Fedje;SN52535;07.03.2014;17,5
Fedje;SN52535;08.03.2014;21,5
Fedje;SN52535;09.03.2014;21,4
Fedje;SN52535;10.03.2014;11,3
Fedje;SN52535;11.03.2014;11,9
Fedje;SN52535;12.03.2014;10,1
Fedje;SN52535;13.03.2014;14,2
Fedje;SN52535;14.03.2014;18,4
Fedje;SN52535;15.03.2014;28,5
Fedje;SN52535;19.03.2014;11,7
Fedje;SN52535;20.03.2014;17
Fedje;SN52535;21.03.2014;17,5
Fedje;SN52535;22.03.2014;18,7
Fedje;SN52535;23.03.2014;16,5
Fedje;SN52535;24.03.2014;11,5
Fedje;SN52535;25.03.2014;8,1
Fedje;SN52535;26.03.2014;10,9
Fedje;SN52535;27.03.2014;9,6
Fedje;SN52535;28.03.2014;7,4
Fedje;SN52535;29.03.2014;6,6
Fedje;SN52535;30.03.2014;8,6
Fedje;SN52535;31.03.2014;11,3
Fedje;SN52535;01.04.2014;9,8
Fedje;SN52535;02.04.2014;6,5
Fedje;SN52535;03.04.2014;4
Fedje;SN52535;04.04.2014;5
Fedje;SN52535;05.04.2014;11,9
Fedje;SN52535;06.04.2014;13,2
Fedje;SN52535;07.04.2014;15,6
Fedje;SN52535;08.04.2014;11,4
Fedje;SN52535;09.04.2014;6,6
Fedje;SN52535;10.04.2014;18,8
Fedje;SN52535;11.04.2014;11,4
Fedje;SN52535;12.04.2014;16,5
Fedje;SN52535;13.04.2014;18,7
Fedje;SN52535;14.04.2014;13,6
Fedje;SN52535;15.04.2014;13,1
Fedje;SN52535;16.04.2014;16,8
Fedje;SN52535;17.04.2014;17,7
Fedje;SN52535;18.04.2014;15,6
Fedje;SN52535;19.04.2014;11,5
Fedje;SN52535;20.04.2014;3,9
Fedje;SN52535;21.04.2014;8,9
Fedje;SN52535;22.04.2014;7,3
Fedje;SN52535;23.04.2014;6,6
Fedje;SN52535;24.04.2014;6,4
Fedje;SN52535;25.04.2014;6,8
Fedje;SN52535;26.04.2014;6,2
Fedje;SN52535;27.04.2014;5,6
Fedje;SN52535;28.04.2014;8
Fedje;SN52535;29.04.2014;9,9
Fedje;SN52535;30.04.2014;14
Fedje;SN52535;01.05.2014;11,8
Fedje;SN52535;02.05.2014;11
Fedje;SN52535;03.05.2014;11,4
Fedje;SN52535;04.05.2014;6,1
Fedje;SN52535;05.05.2014;10,4
Fedje;SN52535;06.05.2014;10,6
Fedje;SN52535;07.05.2014;9,2
Fedje;SN52535;08.05.2014;8,5
Fedje;SN52535;09.05.2014;7
Fedje;SN52535;10.05.2014;6,4
Fedje;SN52535;11.05.2014;7,5
Fedje;SN52535;12.05.2014;9,5
Fedje;SN52535;13.05.2014;12,6
Fedje;SN52535;14.05.2014;13,3
Fedje;SN52535;15.05.2014;14,9
Fedje;SN52535;16.05.2014;12,9
Fedje;SN52535;17.05.2014;13,6
Fedje;SN52535;18.05.2014;13,7
Fedje;SN52535;19.05.2014;8,6
Fedje;SN52535;20.05.2014;5,1
Fedje;SN52535;21.05.2014;14,7
Fedje;SN52535;22.05.2014;13,5
Fedje;SN52535;23.05.2014;8,4
Fedje;SN52535;24.05.2014;8,1
Fedje;SN52535;25.05.2014;8,6
Fedje;SN52535;26.05.2014;4,6
Fedje;SN52535;27.05.2014;6,1
Fedje;SN52535;28.05.2014;7,7
Fedje;SN52535;29.05.2014;7,3
Fedje;SN52535;30.05.2014;11,7
Fedje;SN52535;31.05.2014;13
Fedje;SN52535;01.06.2014;11,5
Fedje;SN52535;02.06.2014;9,9
Fedje;SN52535;03.06.2014;8,3
Fedje;SN52535;04.06.2014;5,9
Fedje;SN52535;05.06.2014;8,7
Fedje;SN52535;06.06.2014;8,7
Fedje;SN52535;07.06.2014;7
Fedje;SN52535;08.06.2014;9,9
Fedje;SN52535;09.06.2014;8,5
Fedje;SN52535;10.06.2014;7,7
Fedje;SN52535;11.06.2014;12,1
Fedje;SN52535;12.06.2014;13,9
Fedje;SN52535;13.06.2014;12,4
Fedje;SN52535;14.06.2014;11,8
Fedje;SN52535;15.06.2014;11,4
Fedje;SN52535;16.06.2014;14,4
Fedje;SN52535;17.06.2014;14,7
Fedje;SN52535;18.06.2014;8,1
Fedje;SN52535;19.06.2014;13,4
Fedje;SN52535;20.06.2014;11,1
Fedje;SN52535;21.06.2014;13,5
Fedje;SN52535;22.06.2014;12,9
Fedje;SN52535;23.06.2014;10,9
Fedje;SN52535;24.06.2014;10,2
Fedje;SN52535;25.06.2014;4,6
Fedje;SN52535;26.06.2014;7,3
Fedje;SN52535;27.06.2014;5,5
Fedje;SN52535;28.06.2014;8,7
Fedje;SN52535;29.06.2014;10,1
Fedje;SN52535;30.06.2014;9,3
Fedje;SN52535;02.07.2014;11,3
Fedje;SN52535;03.07.2014;14,3
Fedje;SN52535;04.07.2014;15,1
Fedje;SN52535;05.07.2014;16,3
Fedje;SN52535;06.07.2014;11,8
Fedje;SN52535;07.07.2014;10,2
Fedje;SN52535;08.07.2014;7,7
Fedje;SN52535;09.07.2014;8,4
Fedje;SN52535;10.07.2014;9,9
Fedje;SN52535;11.07.2014;5,8
Fedje;SN52535;12.07.2014;5,9
Fedje;SN52535;13.07.2014;6,2
Fedje;SN52535;14.07.2014;6,5
Fedje;SN52535;15.07.2014;9,7
Fedje;SN52535;16.07.2014;9,2
Fedje;SN52535;17.07.2014;10,5
Fedje;SN52535;18.07.2014;8,8
Fedje;SN52535;19.07.2014;7,6
Fedje;SN52535;20.07.2014;6,7
Fedje;SN52535;21.07.2014;7,2
Fedje;SN52535;22.07.2014;7,1
Fedje;SN52535;23.07.2014;8,4
Fedje;SN52535;24.07.2014;8,9
Fedje;SN52535;25.07.2014;7,6
Fedje;SN52535;26.07.2014;4,4
Fedje;SN52535;27.07.2014;9,4
Fedje;SN52535;28.07.2014;5,4
Fedje;SN52535;29.07.2014;7,3
Fedje;SN52535;30.07.2014;12,9
Fedje;SN52535;31.07.2014;12,1
Fedje;SN52535;01.08.2014;4,8
Fedje;SN52535;02.08.2014;12,6
Fedje;SN52535;03.08.2014;12
Fedje;SN52535;04.08.2014;9,7
Fedje;SN52535;05.08.2014;8,4
Fedje;SN52535;06.08.2014;4,2
Fedje;SN52535;07.08.2014;13,7
Fedje;SN52535;08.08.2014;8,4
Fedje;SN52535;09.08.2014;10,6
Fedje;SN52535;10.08.2014;28
Fedje;SN52535;11.08.2014;20
Fedje;SN52535;12.08.2014;19
Fedje;SN52535;13.08.2014;14,7
Fedje;SN52535;14.08.2014;9,9
Fedje;SN52535;15.08.2014;12,3
Fedje;SN52535;16.08.2014;11,7
Fedje;SN52535;17.08.2014;13,7
Fedje;SN52535;18.08.2014;14,7
Fedje;SN52535;19.08.2014;16,1
Fedje;SN52535;20.08.2014;13,1
Fedje;SN52535;21.08.2014;10,2
Fedje;SN52535;22.08.2014;6,5
Fedje;SN52535;23.08.2014;6,5
Fedje;SN52535;24.08.2014;13,2
Fedje;SN52535;25.08.2014;16
Fedje;SN52535;26.08.2014;10,6
Fedje;SN52535;27.08.2014;10,9
Fedje;SN52535;28.08.2014;8,9
Fedje;SN52535;29.08.2014;8,9
Fedje;SN52535;30.08.2014;10,4
Fedje;SN52535;31.08.2014;7,7
Fedje;SN52535;01.09.2014;13,8
Fedje;SN52535;02.09.2014;9,4
Fedje;SN52535;03.09.2014;10,2
Fedje;SN52535;04.09.2014;11,1
Fedje;SN52535;05.09.2014;9,7
Fedje;SN52535;06.09.2014;7
Fedje;SN52535;07.09.2014;11,9
Fedje;SN52535;08.09.2014;8,2
Fedje;SN52535;09.09.2014;10,4
Fedje;SN52535;10.09.2014;8,5
Fedje;SN52535;11.09.2014;5
Fedje;SN52535;12.09.2014;4,7
Fedje;SN52535;13.09.2014;4,4
Fedje;SN52535;14.09.2014;6,1
Fedje;SN52535;15.09.2014;5,3
Fedje;SN52535;16.09.2014;4,5
Fedje;SN52535;17.09.2014;4,7
Fedje;SN52535;18.09.2014;4,8
Fedje;SN52535;19.09.2014;5
Fedje;SN52535;20.09.2014;11,3
Fedje;SN52535;21.09.2014;12,7
Fedje;SN52535;22.09.2014;11,9
Fedje;SN52535;23.09.2014;11
Fedje;SN52535;24.09.2014;9,6
Fedje;SN52535;25.09.2014;13,7
Fedje;SN52535;26.09.2014;18,1
Fedje;SN52535;27.09.2014;19,2
Fedje;SN52535;28.09.2014;15,3
Fedje;SN52535;29.09.2014;10,3
Fedje;SN52535;30.09.2014;11,6
Fedje;SN52535;01.10.2014;17,1
Fedje;SN52535;02.10.2014;11,4
Fedje;SN52535;03.10.2014;21,8
Fedje;SN52535;04.10.2014;17,6
Fedje;SN52535;05.10.2014;16,7
Fedje;SN52535;06.10.2014;13,5
Fedje;SN52535;07.10.2014;14,8
Fedje;SN52535;08.10.2014;15,6
Fedje;SN52535;09.10.2014;15,1
Fedje;SN52535;10.10.2014;13,4
Fedje;SN52535;11.10.2014;15,5
Fedje;SN52535;12.10.2014;10,4
Fedje;SN52535;13.10.2014;9,3
Fedje;SN52535;14.10.2014;5,1
Fedje;SN52535;15.10.2014;6,2
Fedje;SN52535;16.10.2014;6,6
Fedje;SN52535;17.10.2014;6,8
Fedje;SN52535;18.10.2014;17,4
Fedje;SN52535;19.10.2014;14,9
Fedje;SN52535;20.10.2014;12,9
Fedje;SN52535;21.10.2014;16,9
Fedje;SN52535;22.10.2014;16,8
Fedje;SN52535;23.10.2014;17,1
Fedje;SN52535;24.10.2014;17,3
Fedje;SN52535;25.10.2014;20,4
Fedje;SN52535;27.10.2014;21,1
Fedje;SN52535;28.10.2014;18,5
Fedje;SN52535;29.10.2014;13,2
Fedje;SN52535;30.10.2014;11,4
Fedje;SN52535;31.10.2014;9,8
Fedje;SN52535;01.11.2014;19,4
Fedje;SN52535;02.11.2014;19,3
Fedje;SN52535;03.11.2014;15,1
Fedje;SN52535;04.11.2014;8,1
Fedje;SN52535;05.11.2014;9,9
Fedje;SN52535;06.11.2014;15,3
Fedje;SN52535;07.11.2014;16,3
Fedje;SN52535;08.11.2014;20
Fedje;SN52535;09.11.2014;18,1
Fedje;SN52535;10.11.2014;11,7
Fedje;SN52535;11.11.2014;9,8
Fedje;SN52535;12.11.2014;9,2
Fedje;SN52535;13.11.2014;10,3
Fedje;SN52535;14.11.2014;8,2
Fedje;SN52535;15.11.2014;6,3
Fedje;SN52535;16.11.2014;8,5
Fedje;SN52535;17.11.2014;6,7
Fedje;SN52535;18.11.2014;8,2
Fedje;SN52535;19.11.2014;11,4
Fedje;SN52535;20.11.2014;10,1
Fedje;SN52535;21.11.2014;9,5
Fedje;SN52535;22.11.2014;11,4
Fedje;SN52535;23.11.2014;11,4
Fedje;SN52535;24.11.2014;13,7
Fedje;SN52535;25.11.2014;11,5
Fedje;SN52535;26.11.2014;12,6
Fedje;SN52535;27.11.2014;11,8
Fedje;SN52535;28.11.2014;8,3
Fedje;SN52535;29.11.2014;9,8
Fedje;SN52535;30.11.2014;9,5
Fedje;SN52535;01.12.2014;18,7
Fedje;SN52535;02.12.2014;19,2
Fedje;SN52535;03.12.2014;13,8
Fedje;SN52535;04.12.2014;12,2
Fedje;SN52535;05.12.2014;16,3
Fedje;SN52535;06.12.2014;19,4
Fedje;SN52535;07.12.2014;18
Fedje;SN52535;09.12.2014;28,1
Fedje;SN52535;10.12.2014;27,7
Fedje;SN52535;11.12.2014;20,9
Fedje;SN52535;17.12.2014;16,5
Fedje;SN52535;18.12.2014;16,5
Fedje;SN52535;19.12.2014;20,2
Fedje;SN52535;23.12.2014;16,6
Fedje;SN52535;24.12.2014;13,4
Fedje;SN52535;25.12.2014;6,3
Fedje;SN52535;26.12.2014;12,4
Fedje;SN52535;27.12.2014;9,1
Fedje;SN52535;28.12.2014;11,2
Fedje;SN52535;29.12.2014;13
Fedje;SN52535;30.12.2014;9,9
Fedje;SN52535;31.12.2014;13,4
Fedje;SN52535;01.01.2015;14,4
Fedje;SN52535;02.01.2015;22,9
Fedje;SN52535;03.01.2015;22,1
Fedje;SN52535;04.01.2015;15,2
Fedje;SN52535;05.01.2015;12,4
Fedje;SN52535;06.01.2015;19,8
Fedje;SN52535;07.01.2015;19,8
Fedje;SN52535;08.01.2015;19,6
Fedje;SN52535;09.01.2015;14,8
Fedje;SN52535;10.01.2015;33,7
Fedje;SN52535;11.01.2015;31,9
Fedje;SN52535;15.01.2015;22,2
Fedje;SN52535;16.01.2015;22,5
Fedje;SN52535;17.01.2015;20,1
Fedje;SN52535;18.01.2015;6,8
Fedje;SN52535;19.01.2015;9,1
Fedje;SN52535;20.01.2015;10,4
Fedje;SN52535;21.01.2015;10,9
Fedje;SN52535;22.01.2015;10,5
Fedje;SN52535;23.01.2015;22,6
Fedje;SN52535;24.01.2015;21
Fedje;SN52535;25.01.2015;17
Fedje;SN52535;26.01.2015;18
Fedje;SN52535;27.01.2015;12,2
Fedje;SN52535;28.01.2015;15,8
Fedje;SN52535;29.01.2015;16,8
Fedje;SN52535;31.01.2015;15,1
Fedje;SN52535;01.02.2015;9,5
Fedje;SN52535;02.02.2015;12
Fedje;SN52535;03.02.2015;10,7
Fedje;SN52535;04.02.2015;5,3
Fedje;SN52535;05.02.2015;13,5
Fedje;SN52535;06.02.2015;12,8
Fedje;SN52535;07.02.2015;24,8
Fedje;SN52535;08.02.2015;18,1
Fedje;SN52535;09.02.2015;10
Fedje;SN52535;10.02.2015;11,3
Fedje;SN52535;11.02.2015;14,2
Fedje;SN52535;12.02.2015;13,6
Fedje;SN52535;13.02.2015;12,6
Fedje;SN52535;14.02.2015;10,9
Fedje;SN52535;15.02.2015;13,9
Fedje;SN52535;16.02.2015;19,9
Fedje;SN52535;17.02.2015;21,4
Fedje;SN52535;18.02.2015;13,7
Fedje;SN52535;19.02.2015;16,5
Fedje;SN52535;20.02.2015;14,4
Fedje;SN52535;21.02.2015;13,9
Fedje;SN52535;22.02.2015;14,8
Fedje;SN52535;23.02.2015;20,8
Fedje;SN52535;24.02.2015;17,3
Fedje;SN52535;25.02.2015;12,9
Fedje;SN52535;26.02.2015;25,4
Fedje;SN52535;27.02.2015;16,7
Fedje;SN52535;28.02.2015;22
Fedje;SN52535;01.03.2015;22,4
Fedje;SN52535;02.03.2015;12,9
Fedje;SN52535;03.03.2015;12,9
Fedje;SN52535;04.03.2015;12,6
Fedje;SN52535;05.03.2015;15,2
Fedje;SN52535;06.03.2015;17,8
Fedje;SN52535;07.03.2015;21,3
Fedje;SN52535;08.03.2015;17,1
Fedje;SN52535;09.03.2015;18,1
Fedje;SN52535;10.03.2015;23,2
Fedje;SN52535;11.03.2015;19,6
Fedje;SN52535;12.03.2015;23,7
Fedje;SN52535;13.03.2015;17,6
Fedje;SN52535;14.03.2015;2,8
Fedje;SN52535;15.03.2015;4,8
Fedje;SN52535;18.04.2015;9,9
Fedje;SN52535;19.04.2015;8,3
Fedje;SN52535;20.04.2015;6,9
Fedje;SN52535;21.04.2015;4,6
Fedje;SN52535;22.04.2015;9,9
Fedje;SN52535;23.04.2015;10,2
Fedje;SN52535;24.04.2015;11,4
Fedje;SN52535;25.04.2015;15,6
Fedje;SN52535;26.04.2015;16,9
Fedje;SN52535;27.04.2015;12,4
Fedje;SN52535;28.04.2015;7,3
Fedje;SN52535;29.04.2015;6,8
Fedje;SN52535;30.04.2015;9,8
Fedje;SN52535;01.05.2015;11,4
Fedje;SN52535;02.05.2015;12,3
Fedje;SN52535;03.05.2015;10,1
Fedje;SN52535;04.05.2015;10,6
Fedje;SN52535;05.05.2015;12,4
Fedje;SN52535;06.05.2015;18,6
Fedje;SN52535;07.05.2015;12,5
Fedje;SN52535;08.05.2015;12,6
Fedje;SN52535;09.05.2015;8,9
Fedje;SN52535;10.05.2015;10,7
Fedje;SN52535;11.05.2015;17,3
Fedje;SN52535;12.05.2015;13,9
Fedje;SN52535;13.05.2015;14,3
Fedje;SN52535;14.05.2015;14,2
Fedje;SN52535;15.05.2015;11,2
Fedje;SN52535;16.05.2015;12,4
Fedje;SN52535;17.05.2015;9,2
Fedje;SN52535;18.05.2015;11,5
Fedje;SN52535;19.05.2015;12,3
Fedje;SN52535;20.05.2015;8,1
Fedje;SN52535;21.05.2015;12,2
Fedje;SN52535;22.05.2015;13,6
Fedje;SN52535;23.05.2015;15,9
Fedje;SN52535;24.05.2015;15,6
Fedje;SN52535;25.05.2015;8
Fedje;SN52535;26.05.2015;7,8
Fedje;SN52535;27.05.2015;10,1
Fedje;SN52535;28.05.2015;9,4
Fedje;SN52535;29.05.2015;10,5
Fedje;SN52535;30.05.2015;10,6
Fedje;SN52535;31.05.2015;11
Fedje;SN52535;01.06.2015;16,9
Fedje;SN52535;02.06.2015;17,4
Fedje;SN52535;03.06.2015;12,4
Fedje;SN52535;04.06.2015;10,5
Fedje;SN52535;05.06.2015;7,5
Fedje;SN52535;06.06.2015;14,1
Fedje;SN52535;07.06.2015;14,4
Fedje;SN52535;08.06.2015;9,7
Fedje;SN52535;09.06.2015;7,9
Fedje;SN52535;10.06.2015;10,2
Fedje;SN52535;11.06.2015;10,1
Fedje;SN52535;12.06.2015;10,8
Fedje;SN52535;13.06.2015;9,4
Fedje;SN52535;14.06.2015;10
Fedje;SN52535;15.06.2015;10
Fedje;SN52535;16.06.2015;6,4
Fedje;SN52535;17.06.2015;15,4
Fedje;SN52535;18.06.2015;7
Fedje;SN52535;19.06.2015;9,1
Fedje;SN52535;20.06.2015;9
Fedje;SN52535;21.06.2015;7,9
Fedje;SN52535;22.06.2015;9,2
Fedje;SN52535;23.06.2015;13,9
Fedje;SN52535;24.06.2015;13,4
Fedje;SN52535;25.06.2015;8,2
Fedje;SN52535;26.06.2015;5,8
Fedje;SN52535;27.06.2015;3,9
Fedje;SN52535;28.06.2015;8,9
Fedje;SN52535;29.06.2015;10,4
Fedje;SN52535;30.06.2015;6,9
Fedje;SN52535;01.07.2015;12,9
Fedje;SN52535;02.07.2015;10,8
Fedje;SN52535;03.07.2015;11,9
Fedje;SN52535;04.07.2015;7,6
Fedje;SN52535;05.07.2015;8,3
Fedje;SN52535;06.07.2015;10
Fedje;SN52535;07.07.2015;10,9
Fedje;SN52535;08.07.2015;17,3
Fedje;SN52535;09.07.2015;17,4
Fedje;SN52535;10.07.2015;10,7
Fedje;SN52535;11.07.2015;10,3
Fedje;SN52535;12.07.2015;7,5
Fedje;SN52535;13.07.2015;7,4
Fedje;SN52535;14.07.2015;7
Fedje;SN52535;15.07.2015;8,4
Fedje;SN52535;16.07.2015;8,2
Fedje;SN52535;17.07.2015;5,8
Fedje;SN52535;18.07.2015;15,2
Fedje;SN52535;19.07.2015;14
Fedje;SN52535;20.07.2015;6,6
Fedje;SN52535;21.07.2015;12,9
Fedje;SN52535;22.07.2015;12,9
Fedje;SN52535;23.07.2015;7,9
Fedje;SN52535;24.07.2015;14,9
Fedje;SN52535;25.07.2015;9,6
Fedje;SN52535;26.07.2015;10,1
Fedje;SN52535;27.07.2015;8
Fedje;SN52535;28.07.2015;11,1
Fedje;SN52535;29.07.2015;11,2
Fedje;SN52535;30.07.2015;13,2
Fedje;SN52535;31.07.2015;10,8
Fedje;SN52535;01.08.2015;10,4
Fedje;SN52535;02.08.2015;11,1
Fedje;SN52535;03.08.2015;6,7
Fedje;SN52535;04.08.2015;9,7
Fedje;SN52535;05.08.2015;12,3
Fedje;SN52535;06.08.2015;10,5
Fedje;SN52535;07.08.2015;9,8
Fedje;SN52535;08.08.2015;8,1
Fedje;SN52535;09.08.2015;14,4
Fedje;SN52535;10.08.2015;12,4
Fedje;SN52535;11.08.2015;16,3
Fedje;SN52535;12.08.2015;9,9
Fedje;SN52535;13.08.2015;8,1
Fedje;SN52535;14.08.2015;5,8
Fedje;SN52535;15.08.2015;8,1
Fedje;SN52535;16.08.2015;5,6
Fedje;SN52535;17.08.2015;8,1
Fedje;SN52535;18.08.2015;7,8
Fedje;SN52535;19.08.2015;6,9
Fedje;SN52535;20.08.2015;10,4
Fedje;SN52535;21.08.2015;15,8
Fedje;SN52535;22.08.2015;16,8
Fedje;SN52535;23.08.2015;8,2
Fedje;SN52535;24.08.2015;9,7
Fedje;SN52535;25.08.2015;8,6
Fedje;SN52535;26.08.2015;15,9
Fedje;SN52535;27.08.2015;12,7
Fedje;SN52535;28.08.2015;10,9
Fedje;SN52535;29.08.2015;14,7
Fedje;SN52535;30.08.2015;12,2
Fedje;SN52535;31.08.2015;8,4
Fedje;SN52535;01.09.2015;6,7
Fedje;SN52535;02.09.2015;8,6
Fedje;SN52535;03.09.2015;8,2
Fedje;SN52535;04.09.2015;10,6
Fedje;SN52535;05.09.2015;17,2
Fedje;SN52535;06.09.2015;15,1
Fedje;SN52535;07.09.2015;7,9
Fedje;SN52535;08.09.2015;10,1
Fedje;SN52535;09.09.2015;10,1
Fedje;SN52535;10.09.2015;3,3
Fedje;SN52535;11.09.2015;5,6
Fedje;SN52535;12.09.2015;9,2
Fedje;SN52535;13.09.2015;11,2
Fedje;SN52535;14.09.2015;9,2
Fedje;SN52535;15.09.2015;10,7
Fedje;SN52535;16.09.2015;12,2
Fedje;SN52535;17.09.2015;6,7
Fedje;SN52535;18.09.2015;13,1
Fedje;SN52535;19.09.2015;11,4
Fedje;SN52535;20.09.2015;8,2
Fedje;SN52535;21.09.2015;6,2
Fedje;SN52535;22.09.2015;5,5
Fedje;SN52535;23.09.2015;11,8
Fedje;SN52535;24.09.2015;15,3
Fedje;SN52535;25.09.2015;10,7
Fedje;SN52535;26.09.2015;11,8
Fedje;SN52535;27.09.2015;5,6
Fedje;SN52535;28.09.2015;10
Fedje;SN52535;29.09.2015;15
Fedje;SN52535;30.09.2015;10,7
Fedje;SN52535;01.10.2015;10,2
Fedje;SN52535;02.10.2015;12
Fedje;SN52535;03.10.2015;11,5
Fedje;SN52535;04.10.2015;10,4
Fedje;SN52535;05.10.2015;6,1
Fedje;SN52535;06.10.2015;11,1
Fedje;SN52535;07.10.2015;13,1
Fedje;SN52535;08.10.2015;7,6
Fedje;SN52535;09.10.2015;11,6
Fedje;SN52535;10.10.2015;9,1
Fedje;SN52535;11.10.2015;8,8
Fedje;SN52535;12.10.2015;9,3
Fedje;SN52535;13.10.2015;7,2
Fedje;SN52535;14.10.2015;7,9
Fedje;SN52535;15.10.2015;8,9
Fedje;SN52535;16.10.2015;5,2
Fedje;SN52535;17.10.2015;5,9
Fedje;SN52535;18.10.2015;4,5
Fedje;SN52535;19.10.2015;4,7
Fedje;SN52535;20.10.2015;11,3
Fedje;SN52535;21.10.2015;18,6
Fedje;SN52535;22.10.2015;18
Fedje;SN52535;23.10.2015;20,5
Fedje;SN52535;24.10.2015;20,3
Fedje;SN52535;25.10.2015;16,9
Fedje;SN52535;26.10.2015;15,9
Fedje;SN52535;27.10.2015;10,8
Fedje;SN52535;28.10.2015;4,9
Fedje;SN52535;29.10.2015;8
Fedje;SN52535;30.10.2015;15
Fedje;SN52535;31.10.2015;21,6
Fedje;SN52535;01.11.2015;19,3
Fedje;SN52535;02.11.2015;13,7
Fedje;SN52535;03.11.2015;17,5
Fedje;SN52535;04.11.2015;10,4
Fedje;SN52535;05.11.2015;7,2
Fedje;SN52535;06.11.2015;10,4
Fedje;SN52535;07.11.2015;14
Fedje;SN52535;08.11.2015;17,8
Fedje;SN52535;09.11.2015;23,4
Fedje;SN52535;10.11.2015;18,6
