date,price,biomass,feed,removed,sea_temp,wind
2017-09-23,56.8454675452701,800655163.6629764,201562165.29449373,126329310.82833707,13.604183879386202,7.766666666666667
2017-09-24,57.05374827853381,801700401.5200381,201379148.2453825,126674436.51783985,13.567103927752454,6.933333333333334
2017-09-25,57.21,802693899.9134545,201151829.3798138,126999345.42501199,13.525423759876162,7.983333333333333
2017-09-26,57.3075693646972,803632618.4997005,200877051.3577735,127301862.06701238,13.47819414431446,9.674999999999999
2017-09-27,57.34477493896932,804513516.9352515,200551656.83924735,127579810.96099995,13.425480389106298,9.008333333333333
2017-09-28,57.32117826698911,805333554.8765818,200172488.48422116,127831016.6241336,13.367601437161095,12.5
2017-09-29,57.23634089292932,806089691.9801666,199736388.9526807,128053303.57357222,13.304876231388263,13.308333333333332
2017-09-30,57.0898243609627,806778887.9024811,199240200.9046117,128244496.32647471,13.237623714697214,16.133333333333336
2017-10-01,56.88119021526201,807398102.3,198680767.0,128402419.4,13.166162829997361,15.299999999999999
2017-10-02,56.61,807945296.5822865,198055953.7987678,128525451.2819885,13.090812520198119,19.900000000000002
2017-10-03,56.28047045393847,808422439.1712562,197367723.46058288,128614186.34300664,13.012198589830263,16.825
2017-10-04,55.91543909419533,808832500.2419126,196619062.04504958,128669772.9243024,12.932174289910028,16.083333333333332
2017-10-05,55.54239863247759,809178449.9692596,195812955.61177212,128693359.36712371,12.85289973307502,11.225
2017-10-06,55.188841780492204,809463258.5283006,194952390.22035486,128686094.01271856,12.776535031962833,12.35
2017-10-07,54.88226124994617,809689896.0940394,194040351.93040195,128649125.20233488,12.705240299211074,12.049999999999999
2017-10-08,54.65014975254643,809861332.8414799,193079826.80151775,128583601.27722065,12.641175647457338,9.549999999999999
2017-10-09,54.52,809980538.9456252,192073800.89330646,128490670.57862382,12.58650118933923,8.429166666666667
2017-10-10,54.50923686619619,810050484.5814794,191025260.26537243,128371481.44779232,12.54242906744373,11.550000000000002
2017-10-11,54.595013873753736,810074139.924046,189937190.97731984,128227182.22597413,12.506379544155335,14.583333333333334
2017-10-12,54.74441670747373,810054475.1483287,188812579.08875304,128058921.25441724,12.474824911807932,13.725
2017-10-13,54.92453105215726,809994460.4293313,187654410.65927622,127867846.87436956,12.444237462735392,15.383333333333333
2017-10-14,55.10244259260543,809897065.9420571,186465671.74849373,127655107.42707905,12.411089489271601,16.925
2017-10-15,55.24523701361931,809765261.86151,185249348.41600978,127421851.2537937,12.37185328375044,16.233333333333334
2017-10-16,55.32,809602018.3626938,184008426.72142866,127169226.69576144,12.323001138505784,20.191666666666666
2017-10-17,55.29963747486279,809410305.6206118,182745892.72435468,126898382.09423023,12.261855987404543,14.733333333333334
2017-10-18,55.180336314579826,809193093.8102679,181464732.48439205,126610465.79044804,12.189143330445711,13.65
2017-10-19,54.96410363383741,808953353.106666,180167932.06114504,126306626.12566283,12.106439309161324,8.758333333333333
2017-10-20,54.65294654732189,808694053.6848091,178858477.51421797,125988011.44112253,12.015320065083403,10.35
2017-10-21,54.2488721697196,808418165.7197014,177539354.90321505,125655770.07807514,11.917361739743978,12.508333333333333
2017-10-22,53.75388761571685,808128659.3863463,176213550.28774062,125311050.37776858,11.81414047467507,11.075000000000001
2017-10-23,53.17,807828504.8597476,174884049.72739884,124955000.68145081,11.707232411408707,12.541666666666666
2017-10-24,52.50588670374038,807520672.314909,173553839.28179413,124588769.33036982,11.598324371009618,15.958333333333334
2017-10-25,51.79690617404943,807208131.926834,172225905.01053062,124213504.66577351,11.489545892673322,13.883333333333333
2017-10-26,51.085087124523575,806893853.8705266,170903232.97321266,123830355.0289099,11.383137195128036,11.516666666666666
2017-10-27,50.412458268759266,806580808.3209898,169588809.22944447,123440468.76102695,11.281338497101984,15.008333333333333
2017-10-28,49.82104832035293,806271965.4532279,168285619.83883038,123044994.20337255,11.186390017323385,19.341666666666665
2017-10-29,49.35288599290103,805970295.4422443,166996650.8609746,122645079.6971947,11.100531974520456,19.641666666666666
2017-10-30,49.05,805678768.4630426,165724888.35548145,122241873.58374137,11.026004587421419,15.283333333333333
2017-10-31,48.94322970434476,805400354.6906266,164473318.38195512,121836524.20426047,10.963979974162713,12.433333333333332
2017-11-01,49.018657065024215,805138024.3,163244927.0,121430179.9,10.911357850513674,13.383333333333333
2017-11-02,49.25117469022574,804893931.126165,162042056.41221067,121023881.10331757,10.863969831651847,15.816666666666668
2017-11-03,49.6156751881367,804666963.6441199,160864473.39314345,120618236.61100933,10.81764753275479,16.650000000000002
2017-11-04,50.08705116694448,804455193.988861,159711300.860345,120213747.31098115,10.768222569000052,15.416666666666666
2017-11-05,50.64019523483645,804256694.2953851,158581661.73136207,119810914.09113884,10.711526555565186,12.35
2017-11-06,51.25,804069536.698689,157474678.9237413,119410237.83938827,10.643391107627744,12.916666666666666
2017-11-07,51.88813325439076,803891793.3337692,156389475.3550294,119012219.44363523,10.560915066614472,15.016666666666666
2017-11-08,52.51336352503736,803721536.3356227,155325173.94277304,118617359.79178558,10.466266178948887,13.941666666666668
2017-11-09,53.081234522736736,803556837.8392457,154280897.60451895,118226159.77174516,10.362879417303706,21.116666666666667
2017-11-10,53.54728995828578,803395769.9796352,153255769.25781378,117839120.2714198,10.25418975435163,17.433333333333334
2017-11-11,53.86707354248141,803236404.891788,152248911.8202043,117456742.17871533,10.143632162765382,16.575
2017-11-12,53.99612898612051,803076814.7107006,151259448.20923704,117079526.38153757,10.034641615217668,14.033333333333331
2017-11-13,53.89,802915071.5713696,150286501.34245884,116707973.76779242,9.930653084381202,12.533333333333333
2017-11-14,53.52228392532254,802749247.6087918,149329194.13741636,116342585.22538564,9.83425712389786,12.633333333333333
2017-11-15,52.93879262491379,802577414.9579641,148386649.51165625,115983861.64222309,9.744666611286183,15.758333333333333
2017-11-16,52.203391592005154,802397645.7538829,147457990.38272524,115632303.9062106,9.660250005033873,17.099999999999998
2017-11-17,51.379946319828036,802208012.1315448,146542339.66817,115288412.90525405,9.57937576362864,18.9
2017-11-18,50.532322301613874,802006586.2259468,145638820.2855372,114952689.52725923,9.500412345558185,18.0
2017-11-19,49.72438503059406,801791440.1720854,144746555.15237364,114625634.66013198,9.421728209310219,13.172474747474746
2017-11-20,49.02,801560646.1049573,143864667.18622586,114307749.19177814,9.341691813372439,10.594949494949494
2017-11-21,48.47223541749694,801312276.1595592,142992279.30464065,113999534.01010354,9.259245067245297,9.992424242424242
2017-11-22,48.09097034848535,801044402.4708879,142128514.42516464,113701490.00301404,9.175623684480206,17.056565656565656
2017-11-23,47.87528657279954,800755097.17394,141272495.46534458,113414118.05841544,9.09263682964132,18.904040404040405
2017-11-24,47.8242658702738,800442432.4037119,140423345.34272712,113137919.06421362,9.012093667292794,19.793181818181818
2017-11-25,47.936990020742414,800104480.2952007,139580186.97485894,112873393.90831436,8.935803361998783,18.05732323232323
2017-11-26,48.21254080403972,799739312.9834031,138742143.27928677,112621043.47862352,8.865575078323436,15.13813131313131
2017-11-27,48.65,799345002.6033154,137908337.17355728,112381368.66304697,8.803217980830915,12.602272727272727
2017-11-28,49.24026128515618,798919621.2899345,137077891.57521716,112154870.3494905,8.749492909333451,12.574747474747475
2017-11-29,49.94146592283579,798461241.1782572,136249929.40181315,111942049.42585996,8.700967404635607,10.572222222222221
2017-11-30,50.703567073064946,797967934.4032803,135423573.57089183,111743406.78006117,8.65316068279002,9.628030303030302
2017-12-01,51.4765178958698,797437773.1,134597947.0,111559443.3,8.601591959849332,12.842171717171718
